"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Uganda","UGA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","-111700000","-111600000","-150900000","-124800000","55000000","2700000","-72800000","-360200000","-492400000","-547800000","-508500000","-424900000","-483900000","-477790000","-623400000","-825220000","-877470000","-954180000","-1207960000","-728800000","-745400000","-770600374.089807","-845961839.509004","-744677722.270111","-787003913.924608","-812386909.344833","-1262231494.60584","-1507574899.66939","-2260444729.95139","-1874448910.65659","-2710270039.52991","-3161103293.92494","-2810466919.29134","-2469982029.41979","-2869237266.56409","-2583228571.28329","-1670742137.57072","-2135895466.18326","-2795233354.00585","-3623437760.9305","-4587017967.97401","-4388622732.66703","-4963946433.87848","-4768325038.50941",
"Ukraine","UKR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1366000000","-1190000000","-1122000000","-1536000000","-1207000000","1821000000","1436000000","535000000","1864000000","1298000000","4980000000","674000000","-3070000000","-8131000000","-14368000000","-1957000000","-3982000000","-10145000000","-14346000000","-15634000000","-4606000000","-2362000000","-6453000000","-8744000000","-11378000000","-12511000000","-2378000000","-2671000000","-25737000000","-37737000000",
"Upper middle income","UMC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-57300000","-309300000","-617700000","-397300000","-48200000","222400000","222500000","242100000","308260000","153070000","325140000","474370000","499090000","234730000","149720000","-104790000","-236900000","-61500000","-127200000","-168900000","-336600000","-437300000","-533085861.015571","-459485291.013659","201535963.635053","318474094.564127","478265127.68267","392623980.58477","-89902847.809965","157956462.694981","-960800911.803937","520918149.434065","630230268.100273","161119684.099074","1691777409.05075","1003505791.87648","1828336998.16352","2232850552.98894","3064989235.45963","3477944620.1946","3276913664.71576","3780549090.74677","2430036428.22686","4525744457.35153","4204800195.29024","2746124093.13527",
"United States","USA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","-610000000","-5040000000","-10120000000","-1140000000","-6400000000","9970000000","-6820000000","-27640000000","-30167000000","-24966700000","-18953000000","-15680000000","-23537000000","-57135000000","-108277000000","-121102000000","-138527000000","-151675000000","-114660000000","-93126000000","-80852000000","-31180000000","-39207100000","-70311000000","-98511000000","-96387000000","-104035000000","-108288000000","-166130000000","-255813000000","-369689000000","-360373000000","-420666000000","-496251000000","-610833000000","-716537000000","-763533000000","-711000000000","-712352000000","-394779000000","-503078000000","-554517000000","-525907000000","-446857000000","-483951000000","-490773000000","-479461000000","-516935000000","-578600000000","-559394000000","-653694000000","-848072000000","-944770000000","-784891000000",
"Uzbekistan","UZB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","595205560.146499","837251852.549651","894508478.440347","379828829.786654","374334956.985063","-576395001.772031","-1340120395.82829","-3823513481.57155","-3747242960.65554","-3472705968.88593","-2822431854.84856","-3931093288.86307","-4057926979.49276","-9308409952.72889","-9561992395.75121","-8101617547.61802","-11493850298.6675","-14677485308.3253","-17596857367.1126",
"St. Vincent and the Grenadines","VCT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-9300000","-19100000","-24500000","-17500000","-25709629.6296296","-19700000","-13500000","-6800000","-9485185.18518518","-22711111.1111111","-11781481.4814815","-31096296.2962963","-22100000","-41507407.4074074","-23722222.2222222","-43440740.7407407","-57814814.8148148","-38200000","-37051851.8518519","-80603703.7037037","-91600000","-62785185.1851852","-38394526.8069837","-36172026.7591681","-24058810.9886715","-45004853.7048796","-71602020.7723526","-78746865.3164633","-105177947.745311","-155646062.628571","-226198903.262345","-184409499.988412","-190770765.316868","-163357013.412679","-192587256.787243","-199002223.388782","-192848135.192929","-132713776.89863","-136031121.70791","-136166296.303064","-130658082.203001","-97597349.5528744","-190409127.271157","-285087273.907194","-259637049.259259","-218649366.296296",
"Venezuela, RB","VEN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","541000000","810000000","474000000","1676000000","6596000000","2244000000","278000000","-2984000000","-5366000000","760000000","4838000000","3835000000","-2077000000","6751000000","6885000000","5731000000","-522000000","320000000","-3891000000","4712000000","9355000000","2698000000","-1629000000","90000000","4529000000","3848000000","10501000000","6346000000","-1697000000","3632000000","13411000000","4151000000","10512000000","14113000000","19264000000","27711000000","27585000000","13688000000","33797000000","5726000000","12693000000","26222000000","14688000000","14529000000","12551000000","-8235000000","2874000000","","","","","","","",
"British Virgin Islands","VGB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2836000000","-1870000000","-1519000000","425000000","-175000000","-91000000","-1804000000","-3359000000","-3159000000","-2735189000.00001","-2783741800","-11193100000","-13733000000","-10028000000","-7597000000","-3430000000","7446000000","5604000000","8596000000","2609000000","6784000000","6816000000","12860129000","19143247000","20421000000","1799000000","15495000000","35241000000",
"Vanuatu","VUT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","-9957643.63491213","-6601745.34487499","3418075.63704551","-15826525.7673025","-23209810.5915705","-22800942.6778373","-20321763.8417647","-23006923.5297882","-29295654.5156621","-20009555.2443791","-5851458.41943811","-8363487.29044152","-4875973.17039097","-4781741.21520321","5336768.92077341","8164449.68396055","14546712.5967294","-16090216.8066353","9909552.37963154","-11803076.513748","-16192887.3368011","-14952160.1716816","-18154167.4391715","-27947217.5775426","-35285540.6726279","-32673280.3115125","-176882388.727737","7582969.9191203","-42953938.1856355","-54481480.2062565","-42682379.9349224","-25585566.0130448","-37924755.029971","-188079947.52364","-138613520.547657","-137691374.119386","-132854046.768454","-165673595.211765","-305430168.36326","-438311378.111222","-427259838.677444","",
"World","WLD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-25277405.8859049","-40769606.7345944","-55279960.5264689","-46067326.1509405","-44706189.5695043","-36220345.2927856","-29732801.7855819","-30859592.9770378","-31230050.6877296","-31376355.2450239","-42526249.9715251","-42832354.1051477","-42022883.530392","-50405834.1408647","-74999301.9734912","-90852387.3400529","-83422765.3088135","-50460798.6352336","-51022797.5276988","-49854337.6742934","-60319492.4795994","-43043921.2758977","-60740380.8370769","","","","","-90595651.9403411","-114340309.547509","-140365882.622238","-116408869.979354","-142435763.613704","-113917786.440404","-185098263.70905","-217692574.46158","-175518291.675394","-184195478.053126","-190219297.255032","-140183984.453907","-151808671.148169","-131790049.234278","-119464622.757452","-119925332.495852","-260271388.740084","-332236640.082348","-336624898.552721","-214798027.924855",
"Kosovo","XKX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1245676355.21507","-1352154274.85571","-1436521228.20795","-1794549825.15421","-2334268089.79619","-1991888229.9653","-2069194853.74307","-2292999083.86576","-1995451460.27641","-1964452983.3008","-2113818726.68873","-1828854778.5638","-1824923277.65927","-1842030133.35535","-2219858288.70392","-2142138007.1665","-2499807658.92248","-2989299472.76924","-3082019863.88968","-3206829833.26303",
"Yemen, Rep.","YEM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","830926947.03033","84060000","-1584040000","-1499190000","-2870223439.80882","-1358512505.34227","-323762813.745822","-4310359854.05557","-3460906147.52647","-5813165343.09012","-5830133440.70453","-7317640701.7886","","","","","","","",
"South Africa","ZAF","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","377999848.95126","639799744.336022","743399702.937478","510999795.804481","198799920.559551","-121799951.328739","264599894.265882","47599980.9790469","449399820.419832","89599964.1958549","-632799747.133221","-829604304.769884","518444007.958402","723921400.116414","-190487694.624742","-894814876.328009","-433549999.623","1974549998.283","3045199997.352","5279006137.69559","6358428580.16809","-1503669488.11725","-414507442.485873","3232197150.15388","1297536472.08378","5034126841.97369","5763512365.57824","8502840178.83518","5977051773.05472","5082554542.73237","6143184713.5913","5123806430.0296","5286458564.15008","6102068027.55894","3060676857.04778","1027227364.63049","2192238677.62611","1710207030.30467","1729665352.52922","3459740002.11658","3920384073.99069","4867804949.98357","4362352875.09928","4046566618.60655","-410368408.65194","-633341903.4516","-4634129812.53611","-3999046294.35807","-4930518851.96361","1520940147.43798","4979510585.48025","3577039872.35294","-5624548538.35774","-8513750950.04514","-5763323054.59322","-4456305640.43504","1533892059.15329","4349083220.0379","1986405030.54344","1938862949.73873","15079234261.2037","26208373539.7786","8341479611.21898","1217482584.18851",
"Zambia","ZMB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-82200000","311300000","-156500000","-500800000","-348400000","-23400000","65500000","39200000","22900000","91500000","271300000","207800000","-536800000","140100000","","","","","","-115400000","-332200000","-297200000","-440346600","-564731600","-474321000","-544413000","-97934000","254704736.506342","1397247573.82847","781610499.437952","242684693.993283","815291850.985746","2456328690.62676","1871775832.89178","1251408783.64499","589795131.520804","831835103.423319","-645149166.648263","-511897651.362031","350869419.130876","-210418903.757477","222169787.657448","2692282687.97675","4036755514.81567","2421779088.79185","599476624.762461",
"Zimbabwe","ZWE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","68037617.7114352","108917284.712096","16458555.9559713","-119171131.044877","-483750165.97115","-415326544.080626","-201487892.095082","-33826575.3746349","33737234.4487859","164004879.021809","195525602.453514","280350906.78403","159798573.049641","11314892.3396039","-305484076.768716","-609645413.816023","-69506441.1774695","-170672367.246172","","","","","","","","","","","","","","","-1788395612.17584","-2906785439.76514","-4402366967.13923","-4081524864.29304","-4226654734.40717","-3872564257.26463","-3250612626.77115","-2129620999.58694","-1581086032.20988","-2464035915.605","-131430452.855318","-226006542.947893","-1529047176.81581","-2115076198.18564","-2690324727.51443",
