"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"St. Lucia","LCA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-18499460.579359","-21900000","-33600000","-39700000","-48200000","-60700000","-48800000","-25400000","-34200000","-30100000","-13077777.7777778","-23077777.7777778","-14681481.4814815","-59737037.037037","-38437037.037037","-55870370.3703704","-36285185.1851851","-25951851.8518518","-32177777.7777778","-16151851.8518519","-36722222.2222222","-55622222.2222222","-37362962.9629629","-87577777.7777778","-112369779.294007","-109758195.033092","-110322654.643084","-143730175.969485","-78953610.2008118","-88582986.3510993","-303448772.88357","-156445656.544488","-255191554.719733","-45138480.1193818","-109401310.687014","-148963372.185431","-67035159.8253478","-4416431.91068482","63058585.1123644","138248506.278213","-6117846.54016924","78356413.6233853","127777764.217904","191482393.92527","-263399108.687086","-181006482.590136","101657952.592593","140986360",
"Latin America & Caribbean","LCN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-171681373.8559","-50879695.6785","86308173.3728999","-130072244.6591","-403068736.7304","-903830667.2428","-711812306.3826","-880462228.8387","-773726419.7325","-344442208.2904","-734401855.8813","-750171751.8296","-677220149.5346","-748400069.3584","-770314416.1237","-672036980.3035","-1020584082.667","-916867186.3656","-982090623.2259","-1383429808.0017","-1364588928.5271","-1238558366.8694","-1066913536.9816","-950476666.377601","-1218639916.6956","-1726747410.74","-954050000","-1111890000","-1139960000","-1823850000","-2178712930","-3113711000","-3353700000","-5579000000","-2731500000","-4118500000","-8611150000","-8155171568.40896","-6428657223.05667","-6406606457.70637","-6063314670.16749","-5993868514.63866","-6317047992.80595","-6576794257.39769","-5147667481.61963","-5188536224.2702","-6552496707.23294","-3074954688.44853","-1495959130.65672",
"Lower middle income","LMC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-144961292.470885","-180434999.8431","-206309999.8206","-223214999.8059","-294291387.702139","-384420943.354543","-424235338.680636","-799963788.201815","-883836587.027686","-788812986.559899","-586879528.673141","-619262958.715232","-853943397.468434","-922647894.846113","-961263164.815667","-1091703366.09348","-1242789922.45174","-1359406133.62537","-1266496961.95688","-1252672482.51415","-1399418762.87579","-1292882581.76836","-1254916409.51983","-983582227.776526","-876283847.142205","-773329767.141034","-595468801.646939","-505428189.741851","-764157393.938501","-900710792.961813","-985652498.680277","-978651680.978581","-1008497706.24776","-1002374439.46749","-1271688952.21049","-1491813946.79632","-1422445705.10292","-1692009157.3086","-1380548270.49749","-1262676564.23367","-1045635031.22647","-1052678208.99688","-1208782066.29527","-1167403813.12975","-1145057931.32357","-1083715876.05912","-1140233980.01185","-1173915463.67479","-1188645887.10217",
"Late-demographic dividend","LTE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-209804274.601984","-259391613.398108","-710845000","-775360000","-1013010000","-1277812500","-1099182500","-723685000","-651350000","-766120811.308571","-1089789247.60832","-1598121430.99819","-1868987718.20348","-3115787811.15728","-5220795621.51119","-5654887514.59838","-650343011.536893","-747170031.548332","-1165213981.29822","252898478.553641","669878259.486972","924100058.982096","-414399785.652911","306454310.766927","1122347166.83575","990008416.881667","2893165052.33979","5227050937.84286","3002108490.63778","-1467958906.1204","3120764717.88409",
"Luxembourg","LUX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2707728858.73997","4300157936.63012","3839304674.94342","6396647837.18102","7733253423.25683","8995309608.54017","10106312065.8446","14231810557.3008","17047832259.0175","18120548851.8925","18274145605.527","19192833467.6215","21113444604.7632","22463816774.2645","25960453249.3214","28145998212.6824","25548168754.6856","27234134470.6309","25399280110.7678","25873948883.5798","25100376793.0701","28513829519.9979","35293573994.6433","28768301550.5344","28000301848.9497",
"Latvia","LVA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93807284","331695000","59849000","-105545000","-414448000","-477332000","-827403000","-691300000","-435668393.162799","-641750345.076581","-769682764.401501","-1304378201.18981","-2116991636.50793","-2437937341.59297","-4448701322.29235","-5712673161.3934","-4265771521.22894","-288813246.923251","-470556347.619047","-1660157661.64095","-1559361830.79714","-1366226218.96361","-881928104.03778","-315230306.834458","142293731.254776","-127606948.777044","-156116779.871778","-70970907.332253","487130155.261102","-1218651820.6349","-1841317409.80791","-1581098659.59594",
"Macao SAR, China","MAC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2517060254.16958","2880750414.6615","4325196312.76566","3939937615.24287","4210051772.21794","4996212153.58356","6893080923.88625","9383147903.40091","15506387499.9443","21293068830.6609","24977405438.4769","30864735567.9244","28904863218.7461","17350450010.7472","18523407221.942","23248399457.5754","27305253729.9356","27931990400.4409","363779893.041887","4393443566.42893","-334029067.212202","20432205701.3026",
"St. Martin (French part)","MAF","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-963112162.829154","-1782630217.20746","-2235671070.98755","-1798558201.87345","-2044043539.25003","-1974523574.39855","-2228024145.09251","-2230109550.84928","-1257290602.91038","-1351790654.51716","-1199205664.16558","-1076178019.36627","-828186823.539263","-102324844.837772","-1251153075.39788","-1543978703.46311","-1572953695.78076","-1909140154.89803","-1608287745.31519","-1822070986.65991","-2198534134.93753","-1232693099.97628","-1117023286.5382","-1455059864.39051","-1335316226.02495","-2093220551.79848","-1111415357.4612","-1114913759.85845","-1728414693.05363","-3227630251.10061","-3951168994.58638","-4440744115.62965","-7420593636.5374","-12774727823.0575","-10926909415.6859","-9953278186.70668","-14062623475.6277","-14674780975.466","-14810418460.9486","-13690326430.4099","-7927842023.52505","-10739249607.2905","-10551433764.5562","-12131482383.3643","-10049378708.9168","-8812910271.88886","-13124927044.3011","-15234615256.3966","-12012711188.9783",
"Monaco","MCO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-100040000","-122020000","-320020000","-376410000","-434630000","-179360000","-330530000","-352940000","-418140000","-667300000","-775140000","-1212240000","-1603240000","-2319790000","-3219160000","-1998580000","-2255498750.35667","-2825503937.83667","-2959960000","-2986360000","-2913560000","-1991460000","-1858100000","-2254560000","-2938010000","-2946160000","-2696150000","-3717710000","-4284320000","-3974190000",
"Madagascar","MDG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-65391586.1302535","-98314568.5204649","-63486195.6628568","-62683484.0308762","-133212204.491106","-441282588.742855","-559166504.088218","-341404547.752945","-275064751.262562","-195354077.814066","-124964774.535349","-153076896.951217","-138214337.199316","-119218490.853088","-165850966.048535","-95887741.1810564","-338246579.987686","-195531121.959725","-230197249.593162","-294631181.965558","-218482760.419397","-237896771.052666","-199830019.562935","-291886333.468814","-299147369.900934","-288555844.217847","-331675856.242419","-187176039.131145","-514975119.353513","-554939573.599998","-649266259.800001","-825540136.864562","-699600735.165125","-1148264719.95286","-2093613078.0813","-1943005638.6842","-1256939994.21206","-1147933209.13189","-1073173357.26468","-1009674021.90093","-456652748.469326","-356772598.174224","-175422309.680643","-344018352.124095","-413526829.367095","-603012986.87044","-1128980140.43678","-1407090214.03526","-1351885540.02755","",
"Maldives","MDV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-900000","-3400000","-4900000","-21900000","-19100000","-17100000","-19800000","-10700000","6100000","10347965.3320654","16321085.3966171","12214179.7256335","9919074.59516861","19873000","329673.073431","2061370.75470099","-21591676","14956279.8781229","5354152.36592701","15509758.055156","647985.411247283","16565685.7329953","-27767024.7343039","5501077.66657595","8194762.03157103","39477199.070917","49360518.824951","-33598121.037282","-384035397.053719","-269390064.689639","168193991.826188","-107214252.286509","232165795.76164","314232523.777393","146924690.07404","339502569.879086","508336313.143015","545048446.109549","375920282.87938","-50674148.1335318","-179960563.237689","-517528628.784776","-336988109.327365","-661897582.476007","502384649.771507","196384407.573061","-83406107.4284501",
"Middle East & North Africa","MEA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","-1851000000","-4979000000","-7383000000","5117000000","13715000000","12790000000","7683000000","4416000000","8913000000","2414000000","-267000000","-3110000000","-9369000000","-18618000000","-16010000000","-21185140000","7152710000","6435885000","-807196000","-9180703000","-8350321000","-11941767041","-14109446485","-12194289609","-10770586021","-14968141812","-14565785413","-13991006944","-18695821515","-26869546767","-14820317718","-13623591137","-15980581914","-14581102602","-15907547928","-16563464776","-25807764000","-23667255468","-22668791420","-27610814495","-4265651015","21711673476","-23128199854","-42567958261","-24966101192",
"Marshall Islands","MHL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-101535553.803533","-101522072.156632","-112966755.32216","-109409778.156412","-127001064.718136","-109599716.733761","-99845558.2829229","-69463864.9847535","-89919355.8707876","-92772881.857085","-111262525.778845","-123815949.981462","-82892728.2954088","-45818482.8955853","-38288145.9663188","-44802779.3120239","-76008272.7711216","","",
"Middle income","MIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-471490000","-532200000","-575445204.130813","-457074064.240888","-642125700.122044","-545893559.089251","-827691031.741355","-855217292.772752","-1189733166.89945","-1093903653.03408","-1226509435.67586","-1588287899.21199","-2562426417.59672","-2136525990.36351","-1856959107.68669","-2140371835.76031","-2190294310.87424","-1976433126.46824","-1963060752.57045","-1631227767.70795","-1630959009.0477","-1588372813.00263","-1612255272.9123","-1805080888.77707","-1582531345.17781","-2153845040.75784","-2886224819.33716","-2057510642.54442",
"Mali","MLI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-143925073.809789","-77798541.7315069","-58083760.1977851","-218695849.284989","-242805569.593536","-257478769.742876","-237550711.90386","-205108696.034886","-199046865.449583","-197960133.744626","-358809902.839639","-371925510.590473","-324087023.627715","-383148170.072506","-287766807.78326","-409784904.020306","-409809176.55706","-513011735.214103","-406409632.950786","-362298809.022935","-461926729.676971","-410153461.470658","-253103909.503331","-271956127.46087","-296618854.743181","-283457813.078195","-279991324.231463","-55205809.1690431","-319187483.244582","-407835177.49595","-458503870.446239","-286433116.733171","-690611603.905052","-1210560425.65719","-686635160.036215","-1309776708.17854","-1051695374.69504","-607589871.353241","-1978034650.80646","-2230547545.04226","-2038081152.84526","-2367638112.66079","-2200115181.48503","-1894817500.56535","-2116578374.7066","-1143576815.35233","-2215235072.30085","-2086550442.58033","",
"Malta","MLT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","-50600882.2912017","-28565688.053687","-17082583.9453066","-64853927.5059011","-24169446.0713895","-28931929.6670248","-55646436.0959403","-21018034.0466671","-51329260.6112905","-108850890.036045","-109904082.035607","-203813002.065579","-178055610.030594","-172004605.867613","-181389945.817974","-162344065.15915","-173376106.51487","-201295626.504932","-225255923.728631","-333323893.136978","-297244328.948081","-217807832.603448","-260192977.744605","-294524452.084684","-472262388.570914","-479529666.871853","-292151093.931448","-209896166.063833","-206854525.822143","-415727364.544393","-183711521.695356","108599805.505143","-82590862.3363244","-159454247.43054","-257567940.748681","-274909082.797619","124439723.288594","78712937.393764","-104952698.438069","-62835996.022236","253621244.902439","445305459.533272","640894838.58209","1349786401.84795","1038114346.05328","1295971583.69454","3027968111.58805","2873060809.3889","3715013156.94505","3999727297.97558","3809895991.00506","2160147679.81738","4009273676.8975",
"Myanmar","MMR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-35934455.9280098","-97824204.4926299","-227162076.622324","-391614729.022861","-384383726.791395","-351422805.251905","-519227721.130844","-367580184.886276","-211541452.735981","-217104732.17662","-280576531.497687","-210833201.298222","-192031434.329887","-69212917.2483701","-280566188.423716","-51646728.6998404","-34943606.2752036","-513611362.970528","-467579089.278414","-705885851.098594","-805398512.678258","-1053750224.56342","-1124706491.09941","-659656823.881805","-350820664.102185","123380132.039568","510159464.978081","620866059.51058","715449106.341946","1767650338.76312","1908575763.37734","2430566104.37744","2679390435.01003","2320068010.84616","3057456205.86186","-123704013.791304","363652290.566295","444485705.263469","-954412173.646167","-2458409703.81709","-2306518795.81366","-4829984760.65528","-2936193292.93754","167245038.941888","","","","",
"Middle East & North Africa (excluding high income)","MNA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1588601286.68413","-2431833171.02999","-1278506162.944","-1064300255.19853","-977371673.980965","-1005754872.22686","-900221249.521639","-909752754.135427","-746505641.987746","-978848488.295423","-1120803358.5532","-1319279618.29664","-1175546381.6963","-1669085977.64379","-1135117796.0757","-1435707406.69023","-1398964130.52936",
"Mongolia","MNG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","-796500000","-825000000","-792900000","-700600000","-768400000","-1058700000","-979000000","-998800000","-1145420000","-582840000","-131150000","-56540000","-12250000","-12160000","-12800000","-93400000","28080000","-131700000","-127073387","-157716914.22136","-192100875.933545","-238185462.568913","-248748022.696718","-195393857.119738","-85895239.489534","203385615.528976","57014926.7279955","-738677897.076524","-332006178.476588","-474918588.302732","-3517358044.65908","-4455747639.7511","-3917924200.41533","-1111497489.16149","-152864021.012946","-497135.735171318","277604026.623513","-763750656.838667","-833604448.611712","305323153.496863","-305729911.391503","-1122520105.82839","1956376931.01332",
"Northern Mariana Islands","MNP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-803674430.271873","-621697303.039305","-796812167.797911","-1400195939.05849","-1707440159.00836","-2148025288.10234","-4133946674.83786","-7753202106.3387","-7615689356.07255","-6967541379.73281","-6449682664.82562","-4079473034.42208","-2637413217.30467","-4597966667.89674","-4069363574.37714","-4210075400.25459","-4007644582.03097","-6522748188.50088","-1891162081.56906",
"Mauritania","MRT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-92311083.0159975","-151591712.989724","-183955616.083108","-189894394.800975","-176564798.169636","-196257865.691105","-195524113.536365","-296836920.303269","-209791102.871222","-158079515.178084","-137069468.768984","-169855462.185255","-136765402.576308","-93036439.9366647","-63864372.4940097","-49088811.4230421","-83091473.0258809","-213417138.983129","-160944214.890286","-107683592.959741","-5263225.49158117","-65784072.0002913","-57891386.4254984","-78588324.7631218","","","","","","","","","","","","","","-1359370920.90607","-1206024814.92775","-1333855477.38899","-954011172.989699","-834838283.113469","-944032323.141255","-1222143150.91208","-1158208368.35699","-890731370.108058","-1131838870.62952","-1637405929.71184","-1315988116.87275",
"Mauritius","MUS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-48192590.7705491","-88386975.5467828","-124771326.95276","-142356464.51998","-116341237.279473","-119061717.581218","-30351665.4338354","-3929541.6106244","-34854230.5754036","-21045837.8350313","97353714.1630102","38669950.4201538","-105895901.277931","-160002448.124889","-193830959.130216","-105224096.339358","-104541426.494645","-197075876.762414","-310628402.166993","-104162372.900528","-37887089.0458019","-198648842.778282","-65103271.2101422","-211269772.626582","-84514284.3713062","194148569.18108","144726217.41426","70796093.3230717","-147156887.115387","-376492710.10505","-725533821.094567","-781959446.327884","-1378116042.71647","-933687898.79195","-1179044054.81961","-1561477609.39418","-1491097860.33351","-1704239940.14731","-1479574524.93287","-1170543453.57922","-1258145034.00392","-1777877796.20383","-1941052103.9016","-2106389283.94112","-2133622469.89924","-2862549995.27698","-3048200410.16316","-2532355558.60106",
"Malawi","MWI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-87271623.8887667","-173156564.771872","-193541772.849829","-173994279.213402","-74835327.4588244","-69445162.7381301","-69035181.6081668","35163933.2787941","-48513851.2786061","-16119730.1937036","-15257550.3934931","-118962987.882785","-136762708.78826","-105647673.741807","-258265890.798832","-325370632.113536","-252885772.506527","-281730986.601468","-190558618.66286","-227013264.990615","-338797233.670889","-91063089.5602763","-262050154.561476","-191673094.008363","-172065994.403981","-323271092.624839","-292706814.211077","-483666941.098406","-700643180.765819","-534393154.969675","-660716264.463445","-982429884.072515","-890050440.667186","-1419882532.7219","-1278001468.35407","-1172649823.96267","-1562266577.48039","-1372051914.77458","-1242563524.54775","-1225123659.76949","-1736993035.8543","-1839953679.44211","-1818969799.21706","-2064997954.27212","-2180598872.20535","-2347203418.31062","-2469036002.33997",
"Malaysia","MYS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-85581343.8476374","-163339762.033833","1046988580.25928","982414323.517085","889016821.436689","1841949942.18022","571918568.8366","-1655292139.69702","-2421435377.51392","-1674959612.87918","609308163.707337","1581125299.95133","1620799746.91145","4461354572.71316","3600145105.55156","2355988568.29949","899856740.14511","-1798865482.04892","803569676.072839","-67596572.776058","-1154993731.55826","-3482664705.67682","1411002039.99097","940213221.63735","15895015129.7977","19828236842.1053","18019763157.8947","16181578947.3684","16565236842.1053","21756552631.5789","25414723684.2106","30775516791.1238","35471715593.5766","38520460699.6926","51312688997.9361","41550972362.834","40434591219.3347","46436559963.5622","33875653963.4719","27540337316.9555","31341554660.1241","22711691906.1136","19990335308.9183","21988277861.2463","24054470762.8388","27500981134.2942","21603446738.6741","26980425521.7432","29122040538.7734","20435053640.9863",
"North America","NAC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-364237781.360062","-366817983.460779","-418441119.244089","-299044454.734143","-295144894.645758","-365941244.828836","-370730531.113332","-425220551.241565","-302444655.44689","-362828414.199913","-146740694.377721","-193985796.375888","-177044523.14104","-325859398.239093","-227659979.058086","-214544996.273875","199127116.151426","-92995406.8325934","-990186470.012983","-1373339651.55339","-1323975906.00793","-1551987267.14404","-2174125630.73279","-2492979685.7486","-2816139510.53256","-2943119870.30343","-2565430209.39521","-1686277602.21238","-1397163463.70462","-1225374004.36717","-1002539145.51916","-2113554390.29313","-2063669624.28605","-2591719505.3617",
"New Caledonia","NCL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-677244822.36104","-734602834.630329","-576147640.211876","-1012020219.54228","-1264421211.70026","-1263056938.41881","-2562585316.32721","-1932849108.01458","-2392716752.31022","-2484554397.35648","-2560331110.38201","-2536640989.20424","-2122648995.38614","-1962515001.78915","-1501031088.28103","","","","","","","",
"Niger","NER","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-122581752.525033","-72543463.2037866","-107030538.180919","-147969091.41346","-254799498.406059","-248747607.153386","-339696852.632646","-261438266.837523","-305143311.109942","-109752630.899115","-59486448.0511453","-175111252.272315","-117017930.055655","-109840212.905282","-200242929.893659","-194540393.148465","-195658793.780279","-220026514.990686","-192593800.999665","-160872245.479728","-163249699.992104","-136041699.174718","-144935290.328897","-142548168.434002","-186952569.268714","-154191891.663513","-135266010.952954","-149373763.744404","-194338229.185695","-266460917.096819","-322425066.254255","-483888010.268586","-478728431.53546","-536798788.054228","-911172561.09323","-1437868289.11089","-1538698117.83903","-1725329169.41582","-1214943901.93646","-1261371683.46252","-1504448147.00287","-1630151760.00179","-1296759953.78187","-1505222286.00695","-1918546646.37358","-2008363102.12478","-2204290497.08743","-2539823428.0113","-2817580227.50215","",
"Nigeria","NGA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-296261339.116845","-3256872676.07506","2506591914.48386","7057671650.66232","-5238719723.67712","-5663280455.57296","-3061802647.31921","1634644658.12793","4326596700.56443","1090894787.67438","2830650968.92885","2079803686.75106","3355314210.21938","7641622023.26495","2878710925.40323","3853246868.81394","1685012648.37927","311829423.531551","-155213290.103392","1749727567.80479","543132296.086532","-1003652734.85156","1792044670.61809","8947932361.3861","3908840366.35388","2339989712.06713","5582237051.09836","17120483279.0615","24367471605.2644","23321457682.8904","20849760438.7317","23807545674.0701","8910395195.09921","11846267187.1371","11643852019.1221","17649549960.6179","22765054981.7888","-1860415123.57376","-22899676713.3264","-8550719263.65173","-86132009.914978","-5598563490.82137","-30893479544.0194","-32241264094.1179","-16622243079.3583","-7958107284.31591","-5161397332.42195",
"Nicaragua","NIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-124100000","60300000","159700000","-411800000","-479300000","-380200000","-372500000","-423500000","-579300000","-549200000","-570300000","-583300000","-325800000","-289800000","-485900000","-609800000","-448800000","-488708000","-488379494","-650472000","-810866000","-832736000","-1191678000","-1050300000","-1050400000","-1068500000","-1090200000","-1211600000","-1441670000","-1672400000","-2006100000","-2366300000","-1570000000","-1693700000","-2124800000","-2128800000","-2215200000","-1955800000","-2285000000","-2105000000","-1842500000","-1193200000","-537400000","-609400000","-1724078858.14","-2342800000","-2267500000",
"Netherlands","NLD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","-230662983.25847","-48618784.495199","-118232044.113324","-607458563.09626","-173371323.241253","1224726668.50476","1967203766.10725","1948601494.17141","2753931343.41556","2947061398.3436","1121659412.94848","-300100593.64158","-1179679315.50973","-1242299860.15266","4898959477.02498","5950541291.1439","4955136562.94531","6087711284.58819","5552501779.50105","6196346710.24213","4912179103.28308","7884579351.72366","9156455713.65622","11651837124.0769","11164705703.9736","12131219674.5209","16823204426.8415","18904843755.3179","24959272264.5563","24725662497.1636","24212561640.1341","22905671858.9222","18508860810.1833","15778115213.4384","16726905203.5087","17519826436.9652","35877924001.4589","47230882636.9046","54406673619.545","58269291778.9916","71340502767.4048","77902570954.0235","71167791952.7612","72670631250.5046","78273242781.0602","82662915884.0258","89188773726.0587","99427821554.2622","59691114746.103","86409292405.6203","90757971216.1782","98111339374.9178","92575983545.4805","95751289971.129","102683234428.788","91871940068.7097","128905382424.527",
"Norway","NOR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-1969407761.45296","-3009940455.23133","-3862478422.53432","-366563417.246045","1223078080.41077","3515592933.68056","4503893000.25623","3165258943.22616","4311090644.21091","5003602946.21346","4660314582.47557","-2546163379.94766","-1828461215.05063","-744602222.377422","3917261769.88318","8159139204.84735","9299241347.84691","8735536683.62477","7652947771.95463","7677912720.3846","9210227896.01717","14356162492.365","13122944788.5603","2783429000.89015","11628207141.6671","28634752065.6791","28959148662.0592","25807116182.9403","29256428733.6305","35088038657.459","49346598608.4508","58412736961.2839","54051258701.4966","79770502729.3897","47009824745.4402","50460931970.1619","66947329884.0391","66093927278.151","55985337267.571","44434579076.5971","21863652370.9184","6036031881.34822","13910083578.2814","25065483853.8871","6069346162.033","-3348209857.09074","62897253953.9119","166060609628.937","69254541831.2417",
